STN_ID,LAT,LONG
61976099999,-15.8833333,54.5166666
69002093218,36.0,-121.23333
69014093101,33.66667,-117.73333
69015093121,34.3,-116.16667
69017099999,36.533,-115.567
69019013910,32.43333,-99.85
69023024255,48.35,-122.66667
69031003125,32.8356,-114.3942
69180499999,29.967,-81.983
69253499999,36.6666666,87.5
69258499999,36.583,-115.667
69270499999,32.033,-81.667
69325499999,30.4166666,-86.6666666
69011099999,42.608,-82.835
69148499999,47.6166666,-117.6666666
69236499999,39.417,-118.7
69430099999,41.05,-113.067
69645499999,32.5333333,-114.5166666
69646499999,32.5,-114.15
69811499999,34.3,-116.15
69960403145,32.65,-114.61667
70026027502,71.2834,-156.7815
70063027403,70.5,-149.88333
70063599999,68.483,-149.483
70063627405,70.25,-148.33333
70063727406,70.1917,-148.4772
70063899999,54.85,-163.4166666
70086027401,70.13389,-143.57694
70086399999,70.133903,-143.577044
70104099999,68.883,-166.133
70104399999,68.35,-166.8
70117099999,65.567,-167.917
70119599999,66.25,-166.083
70121026638,69.73333,-163.01667
70121399999,69.733,-163.017
70133026616,66.86667,-162.63333
70162026508,69.367,-152.133
70171899999,67.1,-157.85
70173099999,66.0,-153.7
70174026533,66.9169,-151.5154
70174599999,67.5,-148.483
70174899999,66.8166666,-150.65
70178026529,65.175,-152.1067
70179399999,65.0,-150.65
70179599999,65.933,-149.833
70194026413,66.56667,-145.26667
70200026617,64.5111,-165.44
70200599999,62.05,-163.3
70203599999,63.683,-170.483
70207026627,63.88333,-160.8
70208499999,62.783,-164.483
70212026633,61.78333,-166.03333
70218599999,60.367,-166.267
70219026615,60.785,-161.8293
70222099999,64.733,-156.933
70222499999,64.783,-141.15
70231026510,62.9574,-155.6103
70231599999,62.883,-155.967
70232026516,61.58159,-159.54304
70235099999,61.1,-155.567
70246026512,63.88611,-152.30194
70248399999,62.5333333,-153.6166667
70249099999,62.1,-152.75
70249599999,61.98,-152.08
70251026528,62.32,-150.095
70255026514,61.9772,-151.2169
70260026435,64.55,-149.07167
70260699999,62.883,-149.833
70260799999,58.12,-135.417
70261026411,64.8039,-147.8761
70261599999,64.833,-147.617
70264799999,63.87,-148.97
70264899999,63.4,-148.95
70265099999,64.65,-147.067
70266099999,63.9666666,-145.7
70267026415,63.9944,-145.7214
70267499999,65.833,-144.067
70267599999,63.033,-145.5
70268099999,62.1,-145.9666666
70269699999,61.633,-149.033
70270099999,61.2666666,-149.65
70271026425,62.1591,-145.4588
70271699999,61.817,-147.55
70272099999,61.25,-149.8
70273026451,61.169,-150.0278
70273526409,61.21694,-149.855
70274099999,61.595,-149.089
70275026442,61.1303,-146.3517
70275599999,61.433,-142.933
70275699999,61.133,-146.25
70275799999,60.767,-148.683
70277099999,60.117,-149.45
70291026412,62.9617,-141.9378
70291599999,62.7,-143.983
70296026410,60.4888,-145.4511
70298699999,60.817,-152.3
70305099999,58.65,-162.067
70308025713,57.15528,-170.22222
70316025624,55.22083,-162.7325
70316599999,55.333,-160.5
70326025503,58.6829,-156.6563
70333099999,56.95,-158.617
70340025506,59.7494,-154.9089
70340699999,60.2,-154.317
70341025507,59.642,-151.4908
70343025403,59.433,-146.333
70350025501,57.75111,-152.48556
70360699999,59.05,-160.383
70361025339,59.512,-139.6712
70362025335,59.4556,-135.3239
70362599999,59.233,-135.433
70367025322,58.4111,-135.7089
70371025333,57.0481,-135.3647
70372499999,61.75,-150.05
70381025309,58.3566,-134.564
70381699999,58.25,-134.9
70381799999,58.2,-136.35
70386025329,56.8055,-132.9372
70387099999,56.484,-132.37
70388699999,56.247,-134.65
70395025325,55.35667,-131.71167
70398025308,55.0389,-131.5787
70414099999,52.717,174.1
70454025704,51.88333,-176.65
70454599999,51.383,179.267
70482025626,52.91667,-168.78333
70489099999,53.9,-166.55
70489899999,66.8175278,-161.02225
69756499999,32.7333333,-113.6333333
70119099999,65.253664,-166.858519
70204026703,63.76667,-171.73278
70259026523,60.5797,-151.2391
70271799999,66.600139,-159.98575
70321099999,59.05,-158.517
70385599999,56.95,-133.9
72201512850,24.58333,-81.68333
72201699999,24.733,-81.05
72202499999,25.9,-80.283
72202512849,26.0719,-80.1536
72202612826,25.48333,-80.38333
72202999999,25.65,-80.433
72203012844,26.6847,-80.0994
72203899999,26.153,-81.775
72203999999,26.2,-80.167
72204012838,28.1011,-80.6439
72204512843,27.651,-80.4199
72204699999,28.517,-80.8
72204799999,27.47,-80.3
72204999999,26.25,-80.117
72205012815,28.4339,-81.325
72205112841,28.54528,-81.33306
72205312841,28.54528,-81.33306
72205599999,29.167,-82.217
72205612834,29.1828,-81.0483
72205999999,42.683,-88.3
72206013889,30.495,-81.6936
72206593837,30.23333,-81.66667
72206603853,30.4,-81.41667
72206793832,30.21667,-81.88333
72206899999,30.333,-81.517
72207003822,32.13,-81.21
72208013880,32.8986,-80.0402
72208593831,32.48333,-80.71667
72209099999,31.883,-81.567
72210399999,27.483,-80.367
72210492806,27.76472,-82.6275
72210612835,26.585,-81.8614
72210899999,26.533,-81.75
72211012842,27.96194,-82.5403
72211599999,27.383,-82.55
72211699999,27.9,-82.683
72212012833,29.63333,-83.10528
72212399999,27.95,-81.783
72213013861,31.25,-82.4
72213513870,31.5358,-82.5067
72213713878,31.1522,-81.3908
72214093805,30.39306,-84.35333
72214612816,29.6919,-82.2755
72216013869,31.53556,-84.19444
72216693845,30.7825,-83.27667
72217003813,32.6847,-83.6527
72217513860,32.63333,-83.6
72218003820,33.3644,-81.9633
72219013874,33.6301,-84.4418
72219599999,33.767,-84.517
72219699999,33.867,-84.3
72220012832,29.73333,-85.03333
72221513884,30.77972,-86.5225
72222113899,30.47806,-87.18694
72222503855,30.35,-87.31667
72222693841,30.71667,-87.01667
72223013894,30.68833,-88.24556
72223513838,30.62639,-88.06806
72223999999,31.35,-85.75
72224599999,30.2,-85.683
72224603844,30.65,-86.517
72225013829,32.35,-85.0
72225593842,32.5161,-84.9422
72226013895,32.2997,-86.4075
72226513821,32.38333,-86.35
72226703878,31.86056,-86.01222
72226893843,31.317,-85.45
72226903850,31.26667,-85.71667
72227013864,33.91667,-84.51667
72228693806,33.2119,-87.6161
72228713871,33.5872,-85.8556
72229003881,32.9,-87.25
72229399999,29.784,-93.3
72229499999,29.7996806,-92.803536
72229599999,28.5333333,-90.5833333
72229699999,28.5,-91.2
72230399999,28.13,-94.4
72230499999,28.78,-89.05
72230699999,28.47,-91.78
72230799999,29.286071,-89.363949
72230899999,29.1,-90.2
72230999999,29.25,-89.9666666
72231012916,29.997528,-90.277806
72231403934,30.033,-91.883
72231553917,30.0494,-90.0288
72231612958,29.81667,-90.01667
72232899999,29.7,-91.1
72232999999,29.717,-91.333
72233799999,28.22,-93.75
72234013865,32.3347,-88.7442
72234503866,32.55,-88.56667
72234899999,31.467,-89.333
72235003940,32.3205,-90.0777
72235613939,33.4825,-90.98528
72235799999,31.617,-91.3
72235893919,31.1827,-90.4708
72235913978,33.4963,-90.0866
72238399999,0.0,0.0
72238499999,27.95,-93.98
72238699999,0.0,0.0
72238899999,0.0,0.0
72239003931,31.05,-93.18333
72239399999,28.2,-94.2
72239899999,28.3,-91.98
72240003937,30.12472,-93.22833
72240399999,29.56,-91.533
72240413941,30.21028,-93.14333
72240513976,30.205,-91.9875
72240699999,29.567,-90.66
72240899999,29.7666666,-92.1166666
72241012917,29.95056,-94.02056
72241799999,42.067,-87.683
72241899999,41.717,-87.533
72242099999,29.3,-94.8
72242212923,29.2733,-94.8592
72242399999,29.267,-94.867
72242699999,28.983,-95.317
72242999999,30.067,-95.55
72243012960,29.98,-95.36
72243512918,29.63806,-95.28194
72243999999,28.02,-95.87
72244503904,30.58917,-96.36472
72244693987,31.23611,-94.75444
72244703901,32.38472,-94.71167
72244813972,32.35417,-95.4025
72245399999,29.7,-93.95
72248013957,32.4472,-93.8244
72248499999,32.54,-93.745
72248513944,32.5,-93.66667
72248613942,32.5155,-92.0405
72248713935,31.3953,-92.2907
72250012919,25.9141,-97.423
72250399999,28.583,-92.467
72250512904,26.22806,-97.65417
72250612959,26.18389,-98.25389
72251012924,27.7742,-97.5122
72251512926,27.68333,-97.28333
72251712932,27.74111,-98.02472
72252012920,27.55,-99.467
72252399999,29.333,-98.467
72252499999,28.083,-97.05
72252612947,28.45667,-99.21833
72252799999,29.117,-95.467
72253012921,29.5443,-98.4839
72253312962,29.3601,-99.1742
72253512909,29.38333,-98.58333
72253612911,29.5325,-98.2623
72253799999,29.977,-99.086
72254013958,30.3208,-97.7604
72254599999,30.2,-97.6833333
72255012912,28.8614,-96.9303
72255512935,28.72472,-96.25361
72255612925,28.36667,-97.66667
72256013959,31.61889,-97.22833
72257599999,31.083,-97.683
72257603902,31.06667,-97.83333
72257799999,31.15,-97.4
72258113960,32.8519,-96.8555
72258313960,32.8519,-96.8555
72258593901,32.73333,-96.96667
72258799999,33.633,-95.45
72258899999,33.067,-96.067
72259003927,32.8978,-97.0189
72259513911,32.76667,-97.45
72259613961,32.81917,-97.36139
72259793985,32.7816,-98.0602
72259899999,32.967,-96.833
72259999999,32.683,-96.867
72260003969,32.21528,-98.1775
72261022010,29.3784,-100.927
72261522001,29.36667,-100.78333
72263023034,31.35167,-100.495
72263693042,36.0167,-102.55
72264093035,30.37139,-104.01667
72265023023,31.9475,-102.2086
72265623040,31.7801,-103.2018
72266013962,32.4105,-99.6822
72266699999,31.8,-98.95
72267023042,33.6656,-101.8231
72267399999,33.72,-96.67
72267523021,33.58333,-102.23333
72268023009,33.3075,-104.5083
72268399999,33.467,-105.533
72268599999,34.1,-105.6666666
72268623008,34.38333,-103.31667
72268793033,32.3335,-104.258
72268893034,32.6933,-103.2125
72268999999,34.433,-103.083
72269399999,32.833,-105.983
72269599999,32.283,-106.917
72270023044,31.81111,-106.37583
72271093045,33.23667,-107.26806
72272093063,32.63333,-108.16667
72272599999,32.25,-107.717
72272699999,31.42,-110.85
72273003124,31.58833,-110.34417
72273593026,31.4583,-109.6061
72274023160,32.1313,-110.9552
72274523109,32.16667,-110.88333
72274799999,32.85,-109.633
72278023183,33.4277,-112.0038
72278399999,33.467,-111.733
72278499999,33.688,-112.083
72278523111,33.55,-112.36667
72278623104,33.3,-111.66667
72278999999,33.623,-111.911
72280023195,32.66667,-114.6
72281023199,32.81667,-115.68333
72285999999,33.45,-117.68
72286023119,33.9,-117.25
72286593180,34.067,-117.65
72286623122,34.09528,-117.23472
72286723156,33.9255,-116.9903
72286899999,33.833,-116.5
72286999999,33.95,-117.433
72288023152,34.20056,-118.3575
72288399999,33.87,-118.4
72288499999,34.0,-118.5
72288599999,34.017,-118.45
72288623130,34.20972,-118.48917
72288799999,34.083,-117.783
72289093136,34.23333,-118.06667
72289999999,33.967,-117.633
72290023188,32.7336,-117.1831
72290199999,32.817,-117.133
72290399999,32.816,-117.14
72290423196,32.567,-116.967
72290599999,32.67,-117.48
72290693112,32.7,-117.2
72290799999,32.833,-116.967
72290993115,32.56667,-117.11667
72291093116,33.23983,-119.45816
72291399999,33.97,-118.43
72291499999,32.77,-117.23
72291999999,32.98,-117.27
72292499999,33.33,-118.33
72292593117,33.02333,-118.58806
72292603154,33.3,-117.35
72292799999,33.128,-117.28
72202012839,25.7905,-80.3163
72205712854,28.77972,-81.24361
72211999999,27.983,-82.017
72221013858,30.48333,-86.51667
72228013876,33.56556,-86.745
72231713970,30.5372,-91.1469
72239499999,28.5,-91.3
72243612906,29.61667,-95.16667
72251612928,27.5,-97.81667
72257003933,31.13333,-97.71667
72262023055,31.83111,-104.80889
72269099999,32.3833333,-106.4833333
72278899999,33.417,-112.383
72293093107,32.86667,-117.13333
72293399999,33.42,-117.62
72293599999,34.4666666,-120.0333333
72295023174,33.938,-118.3888
72295399999,35.059,-118.152
72295499999,34.02,-118.82
72295503122,33.8016,-118.3419
72295699999,33.917,-118.333
72295899999,33.72,-118.28
72295999999,32.87,-117.25
72297023129,33.8116,-118.1463
72297399999,33.6,-117.88
72297593106,33.783,-118.05
72297699999,33.867,-117.983
72297793184,33.68,-117.86639
72297899999,33.65,-118.0
72301113748,34.2675,-77.8997
72301699999,34.18,-77.82
72303013714,35.17389,-79.00889
72303499999,35.033,-79.5
72303599999,34.983,-78.883
72304093729,35.2326,-75.6219
72304699999,35.917,-75.7
72306013722,35.8923,-78.7819
72306613713,35.3444,-77.9647
72306793726,35.31667,-77.63333
72306899999,35.85,-77.883
72306999999,34.833,-77.617
72307513769,36.81667,-76.03333
72307899999,36.595753,-78.560133
72308013737,36.9033,-76.1922
72308513750,36.93746,-76.28926
72308699999,37.133,-76.483
72308793735,37.13333,-76.6
72308913755,37.933,-75.383
72309013754,34.9,-76.88333
72309499999,34.65,-77.1
72309593719,35.0677,-77.048
72309693727,34.70842,-77.43966
72310013883,33.9419,-81.1181
72310593833,33.921,-80.801
72310613744,34.1852,-79.7238
72311013873,33.948,-83.3275
72311913886,34.84611,-82.34611
72312003870,34.8842,-82.2209
72312593846,34.4977,-82.7097
72314013881,35.2236,-80.9552
72314503810,35.7425,-81.3819
72315003812,35.4319,-82.5375
72317013723,36.0969,-79.9432
72318113877,36.4731,-82.4044
72319393807,36.13361,-80.22222
72320093801,34.34778,-85.16111
72323003856,34.64389,-86.78611
72323513896,34.7441,-87.5997
72324013882,35.0311,-85.2014
72324499999,35.187569,-85.177734
72326013891,35.8181,-83.9858
72326503847,35.9509,-85.0813
72327013897,36.11889,-86.68917
72327399999,36.0,-86.517
72329103849,37.08722,-84.07694
72329303849,37.08722,-84.07694
72330099999,36.767,-90.467
72330193862,34.2622,-88.7713
72330613825,33.65,-88.45
72330799999,33.45,-88.583
72334013893,35.0564,-89.9865
72334603811,35.593,-88.9167
72334703809,36.0002,-89.4094
72340099999,34.833,-92.25
72340113963,34.7273,-92.2389
72340503930,34.91667,-92.15
72340799999,35.833,-90.633
72340813814,35.96667,-89.95
72341099999,34.6833333,-94.6166666
72341599999,34.467,-93.083
72341793988,34.175,-91.93472
72341813977,33.4536,-94.0074
72341993992,33.22083,-92.81417
72342599999,33.6228,-92.763394
72343499999,36.183,-94.117
72344013964,35.333,-94.3625
72344593993,36.0097,-94.1694
72344613971,36.2668,-93.1566
72348903935,37.2252,-89.5705
72349513987,37.1466,-94.5022
72351013966,33.9786,-98.4928
72352013902,34.65,-99.26667
72352593986,34.9894,-99.0525
72352699999,35.333,-99.2
72352713975,36.2967,-99.7689
72353013967,35.3889,-97.6006
72353599999,36.333,-97.917
72353699999,36.383,-97.783
72354013919,35.41667,-97.38333
72354499999,35.533,-97.65
72354599999,36.15,-97.083
72354613969,36.73667,-97.10194
72355013945,34.65,-98.4
72355599999,34.3,-97.017
72356013968,36.1994,-95.8872
72356693950,34.8822,-95.783
72357599999,34.567,-98.417
72360023051,36.4486,-103.1539
72360423007,34.4272,-100.2831
72362099999,34.022472,-106.903139
72362593057,35.16528,-107.90222
72362723081,35.5144,-108.794
72363023047,35.2295,-101.7042
72365023050,35.0419,-106.6155
72365499999,35.879,-106.269
72365599999,34.98,-106.05
72365623049,35.61694,-106.08889
72365799999,35.8,-107.18
72365823090,36.74361,-108.22917
72365999999,36.383,-105.6
72367599999,36.8833333,-106.5666666
72367623048,35.18222,-103.60306
72370099999,35.259,-113.95
72371099999,36.933,-111.45
72372123184,34.65167,-112.42083
72374023194,35.0281,-110.7208
72374593139,34.257,-111.339
72374799999,34.267,-110.0
72375499999,34.517,-109.383
72375503103,35.1441,-111.6663
72378199999,35.95,-112.15
72378399999,35.95,-112.133
72378799999,34.467,-111.767
72380523179,34.7675,-114.6188
72381023114,34.9,-117.86667
72381523161,34.8536,-116.7858
72381603159,34.7411,-118.2116
72382023182,34.62944,-118.08361
72382523131,34.58333,-117.38333
72384023155,35.4344,-119.0542
72386023169,36.0719,-115.1634
72387003160,36.6206,-116.0278
72389093193,36.78,-119.7194
72389499999,37.624,-118.838
72389699999,36.317,-119.4
72390099999,35.67,-121.28
72391093111,34.11667,-119.11667
72392399999,34.4,-119.7
72392499999,34.25,-119.25
72392523190,34.4258,-119.8425
72392793110,34.20083,-119.20694
72392999999,34.17,-119.22
72393099999,34.75,-120.567
72394023273,34.8994,-120.4486
72396593209,35.6697,-120.6283
72401693736,38.13861,-78.45306
72402493739,37.9372,-75.4708
72402699999,37.647,-75.761
72402799999,37.53,-75.62
72402899999,37.25,-76.0
72403093738,38.9408,-77.4636
72403513773,38.50362,-77.30503
72403793728,38.71667,-77.18333
72404013721,38.3,-76.41667
72404593720,38.34083,-75.51325
72404699999,38.62,-75.07
72405013743,38.8472,-77.03454
72405799999,39.467,-76.167
72405899999,36.683,-82.033
72406093721,39.1733,-76.684
72406499999,39.733,-77.433
72406699999,39.7,-77.717
72407093730,39.4494,-74.5672
72407513735,39.3667,-75.0667
72407613724,39.3775,-74.4233
72408013739,39.8683,-75.2311
72408594732,40.08194,-75.01111
72408614793,40.2,-75.15
72408799999,40.1,-74.02
72408813707,39.13333,-75.46667
72408913781,39.6728,-75.6008
72409014780,40.03333,-74.35
72409399999,38.683,-75.367
72409499999,40.883,-74.283
72409514792,40.27694,-74.81583
72409614706,40.01667,-74.6
72409799999,40.8,-74.417
72409999999,40.47,-74.02
72410013733,37.3208,-79.2067
72410613728,36.5729,-79.3351
72411013741,37.3169,-79.9741
72411599999,37.95,-79.833
72412003872,37.7836,-81.123
72412599999,37.296,-81.208
72412799999,37.858,-80.399
72413199999,37.483,-82.517
72413399999,37.48,-82.52
72414013866,38.3794,-81.59
72417013729,38.8853,-79.8528
72417599999,39.283,-80.217
72417613736,39.64278,-79.91639
72417713734,39.40375,-77.945
72421093814,39.0444,-84.6724
72422093820,38.0408,-84.6058
72423093821,38.1811,-85.7391
72423513810,38.22806,-85.66361
72423799999,37.733,-87.167
72424013807,37.9,-85.96667
72425003860,38.365,-82.555
72427103804,39.3395,-81.4438
72427303804,39.3395,-81.4438
72427514894,40.17639,-80.64722
72428014821,39.9907,-82.877
72428513812,39.81667,-82.93333
72428693824,39.94444,-81.89222
72428899999,40.067,-83.067
72428999999,41.7,-83.45
72429093815,39.9064,-84.2185
72429503867,39.833,-83.833
72429793812,39.10333,-84.41889
72432093817,38.0441,-87.5205
72433599999,38.317,-88.867
72433699999,37.767,-89.25
72433999999,37.75,-89.017
72434013994,38.7525,-90.3736
72434503966,38.65722,-90.65583
72435003816,37.0563,-88.7744
72436113803,39.26667,-85.9
72436313803,39.26667,-85.9
72437193823,39.45,-87.3
72437393823,39.45,-87.3
72437599999,39.133,-86.617
72438093819,39.72517,-86.28168
72438614835,40.41222,-86.93694
72439093822,39.8447,-89.6839
72439599999,38.883,-90.033
72439693989,39.93694,-91.19194
72439799999,40.467,-88.917
72439899999,36.883,-91.9
72440013995,37.2397,-93.3897
72445514938,40.09722,-92.54333
72445613997,38.13111,-91.76833
72445703938,37.75,-92.15
72445899999,38.583,-92.15
72446003947,39.2972,-94.7306
72446113988,39.1208,-94.5969
72446313988,39.1208,-94.5969
72446603929,38.84389,-94.56028
72446713930,38.71667,-93.55
72446899999,38.85,-94.733
72447593909,38.83167,-94.88972
72449013993,39.7736,-94.9233
72450003928,37.6475,-97.43
72450499999,37.75,-97.217
72450503923,37.61667,-97.26667
72450613986,38.06528,-97.86056
72450713981,37.67028,-95.48417
72451523064,37.92722,-100.72472
72451699999,37.033,-100.95
72451899999,38.842,-99.273
72452003957,37.2839,-98.5528
72455013947,39.05,-96.76667
72455599999,39.133,-96.667
72455613989,38.32917,-96.19472
72456013996,39.0725,-95.6261
72456513920,38.95028,-95.66389
72456713921,39.36667,-94.91667
72458013984,39.5514,-97.6508
72458593997,38.87611,-98.80917
72458603919,38.8,-97.65
72460099999,37.0,-101.88
72462023061,37.4389,-105.8613
72462599999,37.14,-107.76
72462699999,37.28,-107.87
72463099999,38.083,-102.617
72463523067,38.0494,-103.5122
72464093058,38.2901,-104.4983
72464523070,37.26222,-104.33778
72465023065,39.36722,-101.69333
72465593990,39.37556,-99.82972
72466093037,38.81,-104.6884
72466593010,39.18944,-103.71583
72466699999,39.57,-104.849
72467199999,39.25,-106.3
72467399999,39.22,-106.317
72467523063,39.65,-106.91667
72467699999,39.223,-106.869
72467799999,38.534,-106.933
72467899999,40.516,-106.866
72467999999,39.88,-105.77
72468094015,38.67833,-104.75667
72292999999,33.22,-117.4
72301599999,33.88,-78.02
72308899999,37.48,-76.32
72319193807,36.13361,-80.22222
72334593839,35.35,-89.86667
72348099999,36.7333333,-91.85
72356599999,36.767,-96.017
72367723054,35.65417,-105.14194
72383023187,34.7436,-118.7242
72401013740,37.505,-77.3202
72406799999,39.317,-76.4
72410599999,38.267,-78.9
72423603889,37.59139,-83.31444
72433813802,38.55,-89.85
72445003945,38.8169,-92.2183
72451013985,37.7686,-99.9678
72468699999,38.6,-106.92
72469023062,39.7633,-104.8694
72469523036,39.71667,-104.75
72469799999,40.588336,-105.041675
72469824015,40.16667,-103.21667
72469999999,39.917,-105.117
72470099999,39.617,-110.75
72472193025,37.613,-109.4847
72472393025,37.613,-109.4847
72472599999,40.32,-112.3
72473523170,38.41667,-110.7
72473699999,37.5,-110.7
72475499999,37.091,-113.593
72475593129,37.7086,-113.0944
72475623159,37.70639,-112.14556
72476023066,39.1342,-108.54
72476599999,38.517,-107.894
72476799999,37.3,-108.633
72476899999,40.437,-104.633
72477199999,39.0,-110.15
72477399999,39.0,-110.17
72479599999,39.33,-112.58
72479699999,41.783,-111.85
72480023157,37.3711,-118.358
72481023203,37.38333,-120.56667
72481599999,37.285,-120.514
72483023232,38.5069,-121.495
72483523206,38.56667,-121.3
72483623208,38.66667,-121.4
72483793216,39.13333,-121.43333
72483899999,39.1,-121.567
72483993225,38.69556,-121.58972
72484499999,37.798836,-116.78075
72485523153,38.0511,-117.0902
72486023154,39.2952,-114.8466
72487099999,37.61,-114.53
72488023185,39.4838,-119.7711
72488593102,39.41667,-118.71667
72491523245,36.583,-121.833
72491693217,36.68333,-121.76667
72491723233,36.6636,-121.6081
72492023237,37.8891,-121.2258
72492523240,37.4,-121.13333
72492623258,37.6241,-120.9505
72492799999,37.7,-121.817
